Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Hermione;Look. It's Lupin.;['look', 'it', 'lupin'];['look', 'it', 'lupin'];['look', 'lupin']
Lupin;Immobulus!;['immobulus'];['immobulus'];['immobulus']
Hermione;And Snape's coming.;['and', 'snape', 'coming'];['and', 'snape', 'coming'];['snape', 'coming']
Harry;And now we wait.;['and', 'now', 'we', 'wait'];['and', 'now', 'we', 'wait'];['wait']
Hermione;And now we wait.;['and', 'now', 'we', 'wait'];['and', 'now', 'we', 'wait'];['wait']
Hermione;At least someone's enjoying himself.;['at', 'least', 'someone', 'enjoying', 'himself'];['at', 'least', 'someone', 'enjoying', 'himself'];['least', 'someone', 'enjoying']
Harry;Yeah.;['yeah'];['yeah'];['yeah']
Harry;Hermione?;['hermione'];['hermione'];['hermione']
Hermione;Yeah?;['yeah'];['yeah'];['yeah']
Harry;Before, down by the lake, when I was with Sirius I did see someone.;['before', 'down', 'by', 'the', 'lake', 'when', 'i', 'was', 'with', 'sirius', 'i', 'did', 'see', 'someone'];['before', 'down', 'by', 'the', 'lake', 'when', 'i', 'wa', 'with', 'sirius', 'i', 'did', 'see', 'someone'];['lake', 'sirius', 'someone']
Harry;That someone made the dementors go away.;['that', 'someone', 'made', 'the', 'dementors', 'go', 'away'];['that', 'someone', 'made', 'the', 'dementors', 'go', 'away'];['someone', 'made', 'dementors', 'away']
Hermione;With a Patronus.;['with', 'a', 'patronus'];['with', 'a', 'patronus'];['patronus']
Hermione;I heard Snape telling Dumbledore.;['i', 'heard', 'snape', 'telling', 'dumbledore'];['i', 'heard', 'snape', 'telling', 'dumbledore'];['heard', 'snape', 'telling', 'dumbledore']
Hermione;According to him only a really powerful wizard could have conjured it.;['according', 'to', 'him', 'only', 'a', 'really', 'powerful', 'wizard', 'could', 'have', 'conjured', 'it'];['according', 'to', 'him', 'only', 'a', 'really', 'powerful', 'wizard', 'could', 'have', 'conjured', 'it'];['according', 'really', 'powerful', 'wizard', 'could', 'conjured']
Harry;It was my dad.;['it', 'was', 'my', 'dad'];['it', 'wa', 'my', 'dad'];['dad']
Harry;It was my dad conjured the Patronus.;['it', 'was', 'my', 'dad', 'conjured', 'the', 'patronus'];['it', 'wa', 'my', 'dad', 'conjured', 'the', 'patronus'];['dad', 'conjured', 'patronus']
Hermione;Harry, but your dad's...;['harry', 'but', 'your', 'dad'];['harry', 'but', 'your', 'dad'];['harry', 'dad']
Harry;Dead. I know.;['dead', 'i', 'know'];['dead', 'i', 'know'];['dead']
Harry;I'm just telling you what I saw.;['i', 'just', 'telling', 'you', 'what', 'i', 'saw'];['i', 'just', 'telling', 'you', 'what', 'i', 'saw'];['telling', 'saw']
Hermione;Here we come.;['here', 'we', 'come'];['here', 'we', 'come'];[]
Harry;You see Sirius talking to me there?;['you', 'see', 'sirius', 'talking', 'to', 'me', 'there'];['you', 'see', 'sirius', 'talking', 'to', 'me', 'there'];['sirius', 'talking']
Harry;He's asking me to come live with him.;['he', 'asking', 'me', 'to', 'come', 'live', 'with', 'him'];['he', 'asking', 'me', 'to', 'come', 'live', 'with', 'him'];['asking', 'live']
Hermione;That's great.;['that', 'great'];['that', 'great'];['great']
Harry;When we free him, I'll never have to go back to the Dursleys'.;['when', 'we', 'free', 'him', 'i', 'never', 'have', 'to', 'go', 'back', 'to', 'the', 'dursleys'];['when', 'we', 'free', 'him', 'i', 'never', 'have', 'to', 'go', 'back', 'to', 'the', 'dursleys'];['free', 'never', 'back', 'dursleys']
Harry;It'll just be me and him.;['it', 'just', 'be', 'me', 'and', 'him'];['it', 'just', 'be', 'me', 'and', 'him'];[]
Harry;We could live in the country someplace you can see the sky.;['we', 'could', 'live', 'in', 'the', 'country', 'someplace', 'you', 'can', 'see', 'the', 'sky'];['we', 'could', 'live', 'in', 'the', 'country', 'someplace', 'you', 'can', 'see', 'the', 'sky'];['could', 'live', 'country', 'someplace', 'sky']
Harry;He'll like that after all those years in Azkaban.;['he', 'like', 'that', 'after', 'all', 'those', 'years', 'in', 'azkaban'];['he', 'like', 'that', 'after', 'all', 'those', 'year', 'in', 'azkaban'];['like', 'year', 'azkaban']
Hermione;Harry!;['harry'];['harry'];['harry']
Sirius;Run! Run!;['run', 'run'];['run', 'run'];['run', 'run']
Harry;Let's go.;['let', 'go'];['let', 'go'];['let']
Harry;What are you doing?;['what', 'are', 'you', 'doing'];['what', 'are', 'you', 'doing'];[]
Hermione;Saving your life.;['saving', 'your', 'life'];['saving', 'your', 'life'];['saving', 'life']
Harry;Thanks.;['thanks'];['thanks'];['thanks']
Harry;Great. Now he's coming for us.;['great', 'now', 'he', 'coming', 'for', 'us'];['great', 'now', 'he', 'coming', 'for', 'u'];['great', 'coming', 'u']
Hermione;Yeah, I didn't think about that. Run!;['yeah', 'i', 'did', 'think', 'about', 'that', 'run'];['yeah', 'i', 'did', 'think', 'about', 'that', 'run'];['yeah', 'think', 'run']
Hermione;That was so scary.;['that', 'was', 'so', 'scary'];['that', 'wa', 'so', 'scary'];['scary']
Harry;Poor Professor Lupin's having a really tough night.;['poor', 'professor', 'lupin', 'having', 'a', 'really', 'tough', 'night'];['poor', 'professor', 'lupin', 'having', 'a', 'really', 'tough', 'night'];['poor', 'professor', 'lupin', 'really', 'tough', 'night']
Harry;Sirius. Come on!;['sirius', 'come', 'on'];['sirius', 'come', 'on'];['sirius']
Hermione;This is horrible.;['this', 'is', 'horrible'];['this', 'is', 'horrible'];['horrible']
Harry;Don't worry.;['do', 'worry'];['do', 'worry'];['worry']
Harry;My dad will come.;['my', 'dad', 'will', 'come'];['my', 'dad', 'will', 'come'];['dad']
Harry;He'll conjure the Patronus.;['he', 'conjure', 'the', 'patronus'];['he', 'conjure', 'the', 'patronus'];['conjure', 'patronus']
Harry;Any minute now.;['any', 'minute', 'now'];['any', 'minute', 'now'];['minute']
Harry;Right there. You'll see.;['right', 'there', 'you', 'see'];['right', 'there', 'you', 'see'];['right']
Hermione;Harry, listen to me.;['harry', 'listen', 'to', 'me'];['harry', 'listen', 'to', 'me'];['harry', 'listen']
Hermione;No one's coming.;['no', 'one', 'coming'];['no', 'one', 'coming'];['one', 'coming']
Harry;Don't worry, he will.;['do', 'worry', 'he', 'will'];['do', 'worry', 'he', 'will'];['worry']
Harry;He will come.;['he', 'will', 'come'];['he', 'will', 'come'];[]
Harry;Sirius.;['sirius'];['sirius'];['sirius']
Hermione;You're dying both of you.;['you', 'dying', 'both', 'of', 'you'];['you', 'dying', 'both', 'of', 'you'];['dying']
Hermione;Harry!;['harry'];['harry'];['harry']
Harry;Expecto Patronum!;['expecto', 'patronum'];['expecto', 'patronum'];['expecto', 'patronum']
Harry;You were right, Hermione.;['you', 'were', 'right', 'hermione'];['you', 'were', 'right', 'hermione'];['right', 'hermione']
Harry;It wasn't my dad I saw earlier. It was me!;['it', 'was', 'my', 'dad', 'i', 'saw', 'earlier', 'it', 'was', 'me'];['it', 'wa', 'my', 'dad', 'i', 'saw', 'earlier', 'it', 'wa', 'me'];['dad', 'saw', 'earlier']
Harry;I saw myself conjuring the Patronus before.;['i', 'saw', 'myself', 'conjuring', 'the', 'patronus', 'before'];['i', 'saw', 'myself', 'conjuring', 'the', 'patronus', 'before'];['saw', 'conjuring', 'patronus']
Harry;I knew I could do it this time because well, I had already done it.;['i', 'knew', 'i', 'could', 'do', 'it', 'this', 'time', 'because', 'well', 'i', 'had', 'already', 'done', 'it'];['i', 'knew', 'i', 'could', 'do', 'it', 'this', 'time', 'because', 'well', 'i', 'had', 'already', 'done', 'it'];['knew', 'could', 'time', 'well', 'already', 'done']
Harry;Does that make sense?;['does', 'that', 'make', 'sense'];['doe', 'that', 'make', 'sense'];['doe', 'make', 'sense']
Hermione;No. But I don't like flying...!;['no', 'but', 'i', 'do', 'like', 'flying'];['no', 'but', 'i', 'do', 'like', 'flying'];['like', 'flying']
Hermione;Bombarda!;['bombarda'];['bombarda'];['bombarda']
Sirius;I'll be forever grateful for this to both of you.;['i', 'be', 'forever', 'grateful', 'for', 'this', 'to', 'both', 'of', 'you'];['i', 'be', 'forever', 'grateful', 'for', 'this', 'to', 'both', 'of', 'you'];['forever', 'grateful']
Harry;I want to go with you.;['i', 'want', 'to', 'go', 'with', 'you'];['i', 'want', 'to', 'go', 'with', 'you'];['want']
Sirius;One day, perhaps.;['one', 'day', 'perhaps'];['one', 'day', 'perhaps'];['one', 'day', 'perhaps']
Sirius;For some time, my life will be too unpredictable.;['for', 'some', 'time', 'my', 'life', 'will', 'be', 'too', 'unpredictable'];['for', 'some', 'time', 'my', 'life', 'will', 'be', 'too', 'unpredictable'];['time', 'life', 'unpredictable']
Sirius;And besides you're meant to be here.;['and', 'besides', 'you', 'meant', 'to', 'be', 'here'];['and', 'besides', 'you', 'meant', 'to', 'be', 'here'];['besides', 'meant']
Harry;But you're innocent.;['but', 'you', 'innocent'];['but', 'you', 'innocent'];['innocent']
Sirius;And you know it.;['and', 'you', 'know', 'it'];['and', 'you', 'know', 'it'];[]
Sirius;And for now, that will do.;['and', 'for', 'now', 'that', 'will', 'do'];['and', 'for', 'now', 'that', 'will', 'do'];[]
Sirius;I expect you're tired of hearing this but you look so like your father.;['i', 'expect', 'you', 'tired', 'of', 'hearing', 'this', 'but', 'you', 'look', 'so', 'like', 'your', 'father'];['i', 'expect', 'you', 'tired', 'of', 'hearing', 'this', 'but', 'you', 'look', 'so', 'like', 'your', 'father'];['expect', 'tired', 'hearing', 'look', 'like', 'father']
Sirius;Except your eyes. You have...;['except', 'your', 'eyes', 'you', 'have'];['except', 'your', 'eye', 'you', 'have'];['except', 'eye']
Harry;My mother's eyes.;['my', 'mother', 'eyes'];['my', 'mother', 'eye'];['mother', 'eye']
Sirius;It's cruel that I spent so much time with James and Lily, and you so little.;['it', 'cruel', 'that', 'i', 'spent', 'so', 'much', 'time', 'with', 'james', 'and', 'lily', 'and', 'you', 'so', 'little'];['it', 'cruel', 'that', 'i', 'spent', 'so', 'much', 'time', 'with', 'james', 'and', 'lily', 'and', 'you', 'so', 'little'];['cruel', 'spent', 'much', 'time', 'james', 'lily', 'little']
Sirius;But know this: The ones that love us never really leave us.;['but', 'know', 'this', 'the', 'ones', 'that', 'love', 'us', 'never', 'really', 'leave', 'us'];['but', 'know', 'this', 'the', 'one', 'that', 'love', 'u', 'never', 'really', 'leave', 'u'];['one', 'love', 'u', 'never', 'really', 'leave', 'u']
Sirius;And you can always find them in here.;['and', 'you', 'can', 'always', 'find', 'them', 'in', 'here'];['and', 'you', 'can', 'always', 'find', 'them', 'in', 'here'];['always', 'find']
Sirius;You really are the brightest witch of your age.;['you', 'really', 'are', 'the', 'brightest', 'witch', 'of', 'your', 'age'];['you', 'really', 'are', 'the', 'brightest', 'witch', 'of', 'your', 'age'];['really', 'brightest', 'witch', 'age']
Hermione;We have to go.;['we', 'have', 'to', 'go'];['we', 'have', 'to', 'go'];[]
Dumbledore;Well?;['well'];['well'];['well']
Harry;He's free. We did it.;['he', 'free', 'we', 'did', 'it'];['he', 'free', 'we', 'did', 'it'];['free']
Dumbledore;Did what?;['did', 'what'];['did', 'what'];[]
Dumbledore;Good night.;['good', 'night'];['good', 'night'];['good', 'night']
Ron;How did you get there?;['how', 'did', 'you', 'get', 'there'];['how', 'did', 'you', 'get', 'there'];[]
Ron;I was talking to you there.;['i', 'was', 'talking', 'to', 'you', 'there'];['i', 'wa', 'talking', 'to', 'you', 'there'];['talking']
Ron;And now you're there.;['and', 'now', 'you', 'there'];['and', 'now', 'you', 'there'];[]
Hermione;What's he talking about, Harry?;['what', 'he', 'talking', 'about', 'harry'];['what', 'he', 'talking', 'about', 'harry'];['talking', 'harry']
Harry;I don't know.;['i', 'do', 'know'];['i', 'do', 'know'];[]
Harry;Honestly, Ron. How can somebody be in two places at once?;['honestly', 'ron', 'how', 'can', 'somebody', 'be', 'in', 'two', 'places', 'at', 'once'];['honestly', 'ron', 'how', 'can', 'somebody', 'be', 'in', 'two', 'place', 'at', 'once'];['honestly', 'ron', 'somebody', 'two', 'place']
Lupin;Hello, Harry.;['hello', 'harry'];['hello', 'harry'];['hello', 'harry']
Lupin;I saw you coming.;['i', 'saw', 'you', 'coming'];['i', 'saw', 'you', 'coming'];['saw', 'coming']
Lupin;I've looked worse, believe me.;['i', 'looked', 'worse', 'believe', 'me'];['i', 'looked', 'worse', 'believe', 'me'];['looked', 'worse', 'believe']
Harry;You've been sacked.;['you', 'been', 'sacked'];['you', 'been', 'sacked'];['sacked']
Lupin;No. No. I resigned, actually.;['no', 'no', 'i', 'resigned', 'actually'];['no', 'no', 'i', 'resigned', 'actually'];['resigned', 'actually']
Harry;Resigned? Why?;['resigned', 'why'];['resigned', 'why'];['resigned']
Lupin;Well, it seems that somebody let slip the nature of my condition.;['well', 'it', 'seems', 'that', 'somebody', 'let', 'slip', 'the', 'nature', 'of', 'my', 'condition'];['well', 'it', 'seems', 'that', 'somebody', 'let', 'slip', 'the', 'nature', 'of', 'my', 'condition'];['well', 'seems', 'somebody', 'let', 'slip', 'nature', 'condition']
Lupin;This time tomorrow, the owls will start arriving and parents will not want well, someone like me teaching their children.;['this', 'time', 'tomorrow', 'the', 'owls', 'will', 'start', 'arriving', 'and', 'parents', 'will', 'not', 'want', 'well', 'someone', 'like', 'me', 'teaching', 'their', 'children'];['this', 'time', 'tomorrow', 'the', 'owl', 'will', 'start', 'arriving', 'and', 'parent', 'will', 'not', 'want', 'well', 'someone', 'like', 'me', 'teaching', 'their', 'child'];['time', 'tomorrow', 'owl', 'start', 'arriving', 'parent', 'want', 'well', 'someone', 'like', 'teaching', 'child']
Harry;But Dumbledore...;['but', 'dumbledore'];['but', 'dumbledore'];['dumbledore']
Lupin;Dumbledore has already risked enough on my behalf.;['dumbledore', 'has', 'already', 'risked', 'enough', 'on', 'my', 'behalf'];['dumbledore', 'ha', 'already', 'risked', 'enough', 'on', 'my', 'behalf'];['dumbledore', 'already', 'risked', 'enough', 'behalf']
Lupin;Besides, people like me are...;['besides', 'people', 'like', 'me', 'are'];['besides', 'people', 'like', 'me', 'are'];['besides', 'people', 'like']
Lupin;Well, let's just say that I'm used to it by now.;['well', 'let', 'just', 'say', 'that', 'i', 'used', 'to', 'it', 'by', 'now'];['well', 'let', 'just', 'say', 'that', 'i', 'used', 'to', 'it', 'by', 'now'];['well', 'let', 'say', 'used']
Lupin;Why do you look so miserable, Harry?;['why', 'do', 'you', 'look', 'so', 'miserable', 'harry'];['why', 'do', 'you', 'look', 'so', 'miserable', 'harry'];['look', 'miserable', 'harry']
Harry;None of it made any difference.;['none', 'of', 'it', 'made', 'any', 'difference'];['none', 'of', 'it', 'made', 'any', 'difference'];['none', 'made', 'difference']
Harry;Pettigrew escaped.;['pettigrew', 'escaped'];['pettigrew', 'escaped'];['pettigrew', 'escaped']
Lupin;Didn't make any difference?;['did', 'make', 'any', 'difference'];['did', 'make', 'any', 'difference'];['make', 'difference']
Lupin;Harry, It made all the difference in the world.;['harry', 'it', 'made', 'all', 'the', 'difference', 'in', 'the', 'world'];['harry', 'it', 'made', 'all', 'the', 'difference', 'in', 'the', 'world'];['harry', 'made', 'difference', 'world']
Lupin;You uncovered the truth.;['you', 'uncovered', 'the', 'truth'];['you', 'uncovered', 'the', 'truth'];['uncovered', 'truth']
Lupin;You saved an innocent man from a terrible fate.;['you', 'saved', 'an', 'innocent', 'man', 'from', 'a', 'terrible', 'fate'];['you', 'saved', 'an', 'innocent', 'man', 'from', 'a', 'terrible', 'fate'];['saved', 'innocent', 'man', 'terrible', 'fate']
Lupin;It made a great deal of difference.;['it', 'made', 'a', 'great', 'deal', 'of', 'difference'];['it', 'made', 'a', 'great', 'deal', 'of', 'difference'];['made', 'great', 'deal', 'difference']
Lupin;If I am proud of anything it is of how much you have learned this year.;['if', 'i', 'am', 'proud', 'of', 'anything', 'it', 'is', 'of', 'how', 'much', 'you', 'have', 'learned', 'this', 'year'];['if', 'i', 'am', 'proud', 'of', 'anything', 'it', 'is', 'of', 'how', 'much', 'you', 'have', 'learned', 'this', 'year'];['proud', 'anything', 'much', 'learned', 'year']
Lupin;Now, since I am no longer your teacher I feel no guilt whatsoever about giving this back to you.;['now', 'since', 'i', 'am', 'no', 'longer', 'your', 'teacher', 'i', 'feel', 'no', 'guilt', 'whatsoever', 'about', 'giving', 'this', 'back', 'to', 'you'];['now', 'since', 'i', 'am', 'no', 'longer', 'your', 'teacher', 'i', 'feel', 'no', 'guilt', 'whatsoever', 'about', 'giving', 'this', 'back', 'to', 'you'];['since', 'longer', 'teacher', 'feel', 'guilt', 'whatsoever', 'giving', 'back']
Lupin;So now I'll say goodbye, Harry.;['so', 'now', 'i', 'say', 'goodbye', 'harry'];['so', 'now', 'i', 'say', 'goodbye', 'harry'];['say', 'goodbye', 'harry']
Lupin;I feel sure we'll meet again sometime.;['i', 'feel', 'sure', 'we', 'meet', 'again', 'sometime'];['i', 'feel', 'sure', 'we', 'meet', 'again', 'sometime'];['feel', 'sure', 'meet', 'sometime']
Lupin;Until then mischief managed.;['until', 'then', 'mischief', 'managed'];['until', 'then', 'mischief', 'managed'];['mischief', 'managed']
Ron;Stand back, I said! Or I'll take it upstairs if you don't settle.;['stand', 'back', 'i', 'said', 'or', 'i', 'take', 'it', 'upstairs', 'if', 'you', 'do', 'settle'];['stand', 'back', 'i', 'said', 'or', 'i', 'take', 'it', 'upstairs', 'if', 'you', 'do', 'settle'];['stand', 'back', 'said', 'take', 'upstairs', 'settle']
Neville;Harry.;['harry'];['harry'];['harry']
Neville;Wherever did you get it?;['wherever', 'did', 'you', 'get', 'it'];['wherever', 'did', 'you', 'get', 'it'];['wherever']
Seamus;Can I have a go, Harry?;['can', 'i', 'have', 'a', 'go', 'harry'];['can', 'i', 'have', 'a', 'go', 'harry'];['harry']
Seamus;After you, of course.;['after', 'you', 'of', 'course'];['after', 'you', 'of', 'course'];['course']
Harry;What are you talking about?;['what', 'are', 'you', 'talking', 'about'];['what', 'are', 'you', 'talking', 'about'];['talking']
Ron;Quiet.;['quiet'];['quiet'];['quiet']
Ron;Let the man through.;['let', 'the', 'man', 'through'];['let', 'the', 'man', 'through'];['let', 'man']
Ron;I didn't mean to open it, Harry.;['i', 'did', 'mean', 'to', 'open', 'it', 'harry'];['i', 'did', 'mean', 'to', 'open', 'it', 'harry'];['mean', 'open', 'harry']
Ron;It was badly wrapped.;['it', 'was', 'badly', 'wrapped'];['it', 'wa', 'badly', 'wrapped'];['badly', 'wrapped']
Ron;They made me do it.;['they', 'made', 'me', 'do', 'it'];['they', 'made', 'me', 'do', 'it'];['made']
Fred & George;Did not.;['did', 'not'];['did', 'not'];[]
George;It's a Firebolt.;['it', 'a', 'firebolt'];['it', 'a', 'firebolt'];['firebolt']
Fred;It's the fastest broom in the world.;['it', 'the', 'fastest', 'broom', 'in', 'the', 'world'];['it', 'the', 'fastest', 'broom', 'in', 'the', 'world'];['fastest', 'broom', 'world']
