Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Ron;Harry, it's you that has to go on. I know it. ;['harry', 'it', 'you', 'that', 'has', 'to', 'go', 'on', 'i', 'know', 'it'];['harry', 'it', 'you', 'that', 'ha', 'to', 'go', 'on', 'i', 'know', 'it'];['harry']
Ron;Not me, not Hermione, you. ;['not', 'me', 'not', 'hermione', 'you'];['not', 'me', 'not', 'hermione', 'you'];['hermione']
Ron;Knight...to H-3.;['knight', 'to'];['knight', 'to'];['knight']
Ron;Check.;['check'];['check'];['check']
Ron;Ahhhh!;['ahhhh'];['ahhhh'];['ahhhh']
Harry;RON! ;['ron'];['ron'];['ron']
Harry;NO! Don't move! Dont forget, we're still playing. ;['no', 'do', 'move', 'dont', 'forget', 'we', 'still', 'playing'];['no', 'do', 'move', 'dont', 'forget', 'we', 'still', 'playing'];['move', 'dont', 'forget', 'still', 'playing']
Harry;Checkmate. ;['checkmate'];['checkmate'];['checkmate']
Harry;Take care of Ron. Then, go to the owlery. ;['take', 'care', 'of', 'ron', 'then', 'go', 'to', 'the', 'owlery'];['take', 'care', 'of', 'ron', 'then', 'go', 'to', 'the', 'owlery'];['take', 'care', 'ron', 'owlery']
Harry;Send a message to Dumbledore. ;['send', 'a', 'message', 'to', 'dumbledore'];['send', 'a', 'message', 'to', 'dumbledore'];['send', 'message', 'dumbledore']
Harry;Ron's right...I have to go on.;['ron', 'right', 'i', 'have', 'to', 'go', 'on'];['ron', 'right', 'i', 'have', 'to', 'go', 'on'];['ron', 'right']
Hermione;You'll be okay, Harry. ;['you', 'be', 'okay', 'harry'];['you', 'be', 'okay', 'harry'];['okay', 'harry']
Hermione;You're a great wizard, you really are.;['you', 'a', 'great', 'wizard', 'you', 'really', 'are'];['you', 'a', 'great', 'wizard', 'you', 'really', 'are'];['great', 'wizard', 'really']
Harry;Not as good as you.;['not', 'as', 'good', 'as', 'you'];['not', 'a', 'good', 'a', 'you'];['good']
Hermione;Me? Books and cleverness? ;['me', 'books', 'and', 'cleverness'];['me', 'book', 'and', 'cleverness'];['book', 'cleverness']
Hermione;There are more important things. ;['there', 'are', 'more', 'important', 'things'];['there', 'are', 'more', 'important', 'thing'];['important', 'thing']
Hermione;Friendship, and bravery. ;['friendship', 'and', 'bravery'];['friendship', 'and', 'bravery'];['friendship', 'bravery']
Hermione;And Harry, just be careful.;['and', 'harry', 'just', 'be', 'careful'];['and', 'harry', 'just', 'be', 'careful'];['harry', 'careful']
Harry;You? No. It can't be...Snape. He was the one;['you', 'no', 'it', 'ca', 'be', 'snape', 'he', 'was', 'the', 'one'];['you', 'no', 'it', 'ca', 'be', 'snape', 'he', 'wa', 'the', 'one'];['ca', 'snape', 'one']
Quirrell;Yes. He does seem the type, doesn't he? ;['yes', 'he', 'does', 'seem', 'the', 'type', 'does', 'he'];['yes', 'he', 'doe', 'seem', 'the', 'type', 'doe', 'he'];['doe', 'seem', 'type', 'doe']
Quirrell;"Next to him, who would suspect, ""p-p-poor s-stuttering Professor Quirrell?""";['next', 'to', 'him', 'who', 'would', 'suspect', 'professor', 'quirrell'];['next', 'to', 'him', 'who', 'would', 'suspect', 'professor', 'quirrell'];['next', 'would', 'suspect', 'professor', 'quirrell']
Harry;B-but, that day, during the Quidditch Match, Snape tried to kill me.;['that', 'day', 'during', 'the', 'quidditch', 'match', 'snape', 'tried', 'to', 'kill', 'me'];['that', 'day', 'during', 'the', 'quidditch', 'match', 'snape', 'tried', 'to', 'kill', 'me'];['day', 'quidditch', 'match', 'snape', 'tried', 'kill']
Quirrell;No, dear boy. I tried to kill you! ;['no', 'dear', 'boy', 'i', 'tried', 'to', 'kill', 'you'];['no', 'dear', 'boy', 'i', 'tried', 'to', 'kill', 'you'];['dear', 'boy', 'tried', 'kill']
Quirrell;And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded. ;['and', 'trust', 'me', 'if', 'snape', 'cloak', 'had', 'caught', 'fire', 'and', 'broken', 'my', 'eye', 'contact', 'i', 'would', 'have', 'succeeded'];['and', 'trust', 'me', 'if', 'snape', 'cloak', 'had', 'caught', 'fire', 'and', 'broken', 'my', 'eye', 'contact', 'i', 'would', 'have', 'succeeded'];['trust', 'snape', 'cloak', 'caught', 'fire', 'broken', 'eye', 'contact', 'would', 'succeeded']
Quirrell;Even with Snape muttering his little counter-curse.;['even', 'with', 'snape', 'muttering', 'his', 'little'];['even', 'with', 'snape', 'muttering', 'his', 'little'];['even', 'snape', 'muttering', 'little']
Harry;Snape was trying to...save me?;['snape', 'was', 'trying', 'to', 'save', 'me'];['snape', 'wa', 'trying', 'to', 'save', 'me'];['snape', 'trying', 'save']
Quirrell;I knew you were a danger right from the off. ;['i', 'knew', 'you', 'were', 'a', 'danger', 'right', 'from', 'the', 'off'];['i', 'knew', 'you', 'were', 'a', 'danger', 'right', 'from', 'the', 'off'];['knew', 'danger', 'right']
Quirrell;Especially after Halloween.;['especially', 'after', 'halloween'];['especially', 'after', 'halloween'];['especially', 'halloween']
Harry;Th-then you let the troll in.;['you', 'let', 'the', 'troll', 'in'];['you', 'let', 'the', 'troll', 'in'];['let', 'troll']
Quirrell;Very good Potter, yes. ;['very', 'good', 'potter', 'yes'];['very', 'good', 'potter', 'yes'];['good', 'potter']
Quirrell;Snape, unfortunately, wasn't fooled. ;['snape', 'unfortunately', 'was', 'fooled'];['snape', 'unfortunately', 'wa', 'fooled'];['snape', 'unfortunately', 'fooled']
Quirrell;While everyone else was running to the dungeon, he went to the 3rd floor to head me off. ;['while', 'everyone', 'else', 'was', 'running', 'to', 'the', 'dungeon', 'he', 'went', 'to', 'the', 'floor', 'to', 'head', 'me', 'off'];['while', 'everyone', 'else', 'wa', 'running', 'to', 'the', 'dungeon', 'he', 'went', 'to', 'the', 'floor', 'to', 'head', 'me', 'off'];['everyone', 'else', 'running', 'dungeon', 'went', 'floor', 'head']
Quirrell;He, of course, never trusted me again.;['he', 'of', 'course', 'never', 'trusted', 'me', 'again'];['he', 'of', 'course', 'never', 'trusted', 'me', 'again'];['course', 'never', 'trusted']
Quirrell;He rarely left me alone. ;['he', 'rarely', 'left', 'me', 'alone'];['he', 'rarely', 'left', 'me', 'alone'];['rarely', 'left', 'alone']
Quirrell;But he doesn't understand. ;['but', 'he', 'does', 'understand'];['but', 'he', 'doe', 'understand'];['doe', 'understand']
Quirrell;I'm never alone. Never. ;['i', 'never', 'alone', 'never'];['i', 'never', 'alone', 'never'];['never', 'alone', 'never']
Quirrell;Now...what does this mirror do? ;['now', 'what', 'does', 'this', 'mirror', 'do'];['now', 'what', 'doe', 'this', 'mirror', 'do'];['doe', 'mirror']
Quirrell;I see what I desire. ;['i', 'see', 'what', 'i', 'desire'];['i', 'see', 'what', 'i', 'desire'];['desire']
Quirrell;I see myself holding the stone. ;['i', 'see', 'myself', 'holding', 'the', 'stone'];['i', 'see', 'myself', 'holding', 'the', 'stone'];['holding', 'stone']
Quirrell;But how do I get it?;['but', 'how', 'do', 'i', 'get', 'it'];['but', 'how', 'do', 'i', 'get', 'it'];[]
Voldemort;Use the boy;['use', 'the', 'boy'];['use', 'the', 'boy'];['use', 'boy']
Quirrell;Come here, Potter, now!;['come', 'here', 'potter', 'now'];['come', 'here', 'potter', 'now'];['potter']
Quirrell;Tell me. What do you see?;['tell', 'me', 'what', 'do', 'you', 'see'];['tell', 'me', 'what', 'do', 'you', 'see'];['tell']
Quirrell;What is it?! What do you see?!;['what', 'is', 'it', 'what', 'do', 'you', 'see'];['what', 'is', 'it', 'what', 'do', 'you', 'see'];[]
Harry;I-I'm shaking hands with Dumbledore. ;['shaking', 'hands', 'with', 'dumbledore'];['shaking', 'hand', 'with', 'dumbledore'];['shaking', 'hand', 'dumbledore']
Harry;I've won the house cup.;['i', 'won', 'the', 'house', 'cup'];['i', 'won', 'the', 'house', 'cup'];['house', 'cup']
Voldemort;He lies.;['he', 'lies'];['he', 'lie'];['lie']
Quirrell;Tell the truth! What do you see?!;['tell', 'the', 'truth', 'what', 'do', 'you', 'see'];['tell', 'the', 'truth', 'what', 'do', 'you', 'see'];['tell', 'truth']
Voldemort;Let me speak to him.;['let', 'me', 'speak', 'to', 'him'];['let', 'me', 'speak', 'to', 'him'];['let', 'speak']
Quirrell;Master, you are not strong enough.;['master', 'you', 'are', 'not', 'strong', 'enough'];['master', 'you', 'are', 'not', 'strong', 'enough'];['master', 'strong', 'enough']
Voldemort;I have strength enough for this. ;['i', 'have', 'strength', 'enough', 'for', 'this'];['i', 'have', 'strength', 'enough', 'for', 'this'];['strength', 'enough']
Voldemort;Harry Potter. We meet again.;['harry', 'potter', 'we', 'meet', 'again'];['harry', 'potter', 'we', 'meet', 'again'];['harry', 'potter', 'meet']
Harry;Voldemort.;['voldemort'];['voldemort'];['voldemort']
Voldemort;Yes. You see what I have become? ;['yes', 'you', 'see', 'what', 'i', 'have', 'become'];['yes', 'you', 'see', 'what', 'i', 'have', 'become'];['become']
Voldemort;See what I must do to survive? ;['see', 'what', 'i', 'must', 'do', 'to', 'survive'];['see', 'what', 'i', 'must', 'do', 'to', 'survive'];['must', 'survive']
Voldemort;Live off another. A mere parasite. ;['live', 'off', 'another', 'a', 'mere', 'parasite'];['live', 'off', 'another', 'a', 'mere', 'parasite'];['live', 'another', 'mere', 'parasite']
Voldemort;Unicorn blood can sustain me, but it cannot give me a body of my own. ;['unicorn', 'blood', 'can', 'sustain', 'me', 'but', 'it', 'can', 'not', 'give', 'me', 'a', 'body', 'of', 'my', 'own'];['unicorn', 'blood', 'can', 'sustain', 'me', 'but', 'it', 'can', 'not', 'give', 'me', 'a', 'body', 'of', 'my', 'own'];['unicorn', 'blood', 'sustain', 'give', 'body']
Voldemort;But there is something that can. ;['but', 'there', 'is', 'something', 'that', 'can'];['but', 'there', 'is', 'something', 'that', 'can'];['something']
Voldemort;Something, that conveniently enough, lies in your pocket!;['something', 'that', 'conveniently', 'enough', 'lies', 'in', 'your', 'pocket'];['something', 'that', 'conveniently', 'enough', 'lie', 'in', 'your', 'pocket'];['something', 'conveniently', 'enough', 'lie', 'pocket']
Voldemort;Stop him! ;['stop', 'him'];['stop', 'him'];['stop']
Voldemort;Don't be a fool! ;['do', 'be', 'a', 'fool'];['do', 'be', 'a', 'fool'];['fool']
Voldemort;Why suffer a horrific death when you can join me and live?!;['why', 'suffer', 'a', 'horrific', 'death', 'when', 'you', 'can', 'join', 'me', 'and', 'live'];['why', 'suffer', 'a', 'horrific', 'death', 'when', 'you', 'can', 'join', 'me', 'and', 'live'];['suffer', 'horrific', 'death', 'join', 'live']
Harry;Never!;['never'];['never'];['never']
Voldemort;Haha. Bravery. Your parents had it too. ;['haha', 'bravery', 'your', 'parents', 'had', 'it', 'too'];['haha', 'bravery', 'your', 'parent', 'had', 'it', 'too'];['haha', 'bravery', 'parent']
Voldemort;Tell me, Harry, would you like to see your mother and father again? ;['tell', 'me', 'harry', 'would', 'you', 'like', 'to', 'see', 'your', 'mother', 'and', 'father', 'again'];['tell', 'me', 'harry', 'would', 'you', 'like', 'to', 'see', 'your', 'mother', 'and', 'father', 'again'];['tell', 'harry', 'would', 'like', 'mother', 'father']
Voldemort;Together, we can bring them back. ;['together', 'we', 'can', 'bring', 'them', 'back'];['together', 'we', 'can', 'bring', 'them', 'back'];['together', 'bring', 'back']
Voldemort;All I ask for is something in return. ;['all', 'i', 'ask', 'for', 'is', 'something', 'in', 'return'];['all', 'i', 'ask', 'for', 'is', 'something', 'in', 'return'];['ask', 'something', 'return']
Voldemort;That's it, Harry. ;['that', 'it', 'harry'];['that', 'it', 'harry'];['harry']
Voldemort;There is no good and evil. ;['there', 'is', 'no', 'good', 'and', 'evil'];['there', 'is', 'no', 'good', 'and', 'evil'];['good', 'evil']
Voldemort;There is only power, and those too weak to seek it. ;['there', 'is', 'only', 'power', 'and', 'those', 'too', 'weak', 'to', 'seek', 'it'];['there', 'is', 'only', 'power', 'and', 'those', 'too', 'weak', 'to', 'seek', 'it'];['power', 'weak', 'seek']
Voldemort;Together, we'll do extraordinary things. ;['together', 'we', 'do', 'extraordinary', 'things'];['together', 'we', 'do', 'extraordinary', 'thing'];['together', 'extraordinary', 'thing']
Voldemort;Just give me the stone! ;['just', 'give', 'me', 'the', 'stone'];['just', 'give', 'me', 'the', 'stone'];['give', 'stone']
Harry;You liar!;['you', 'liar'];['you', 'liar'];['liar']
Voldemort;Kill him!;['kill', 'him'];['kill', 'him'];['kill']
Quirrell;Ahh! Ahh! What is this magic?;['ahh', 'ahh', 'what', 'is', 'this', 'magic'];['ahh', 'ahh', 'what', 'is', 'this', 'magic'];['ahh', 'ahh', 'magic']
Voldemort;Fool! Get the stone!;['fool', 'get', 'the', 'stone'];['fool', 'get', 'the', 'stone'];['fool', 'stone']
Quirrell;Ahhhhhhhhhh!;['ahhhhhhhhhh'];['ahhhhhhhhhh'];['ahhhhhhhhhh']
Voldemort;Arrrhhhhhh!;['arrrhhhhhh'];['arrrhhhhhh'];['arrrhhhhhh']
Harry;Ahhhhhhhhh!;['ahhhhhhhhh'];['ahhhhhhhhh'];['ahhhhhhhhh']
Dumbledore;Good afternoon, Harry. ;['good', 'afternoon', 'harry'];['good', 'afternoon', 'harry'];['good', 'afternoon', 'harry']
Dumbledore;Ah. Tokens from your admirers?;['ah', 'tokens', 'from', 'your', 'admirers'];['ah', 'token', 'from', 'your', 'admirer'];['ah', 'token', 'admirer']
Harry;Admirers?;['admirers'];['admirer'];['admirer']
Dumbledore;What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows. ;['what', 'happened', 'down', 'in', 'the', 'dungeons', 'between', 'you', 'and', 'professor', 'quirrell', 'is', 'a', 'complete', 'secret', 'so', 'naturally', 'the', 'whole', 'school', 'knows'];['what', 'happened', 'down', 'in', 'the', 'dungeon', 'between', 'you', 'and', 'professor', 'quirrell', 'is', 'a', 'complete', 'secret', 'so', 'naturally', 'the', 'whole', 'school', 'know'];['happened', 'dungeon', 'professor', 'quirrell', 'complete', 'secret', 'naturally', 'whole', 'school']
Dumbledore;Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs.;['ah', 'i', 'see', 'your', 'friend', 'ronald', 'has', 'saved', 'you', 'the', 'trouble', 'of', 'opening', 'your', 'chocolate', 'frogs'];['ah', 'i', 'see', 'your', 'friend', 'ronald', 'ha', 'saved', 'you', 'the', 'trouble', 'of', 'opening', 'your', 'chocolate', 'frog'];['ah', 'friend', 'ronald', 'saved', 'trouble', 'opening', 'chocolate', 'frog']
Harry;Ron was here? ;['ron', 'was', 'here'];['ron', 'wa', 'here'];['ron']
Harry;Is he all right? ;['is', 'he', 'all', 'right'];['is', 'he', 'all', 'right'];['right']
Harry;What about Hermione?;['what', 'about', 'hermione'];['what', 'about', 'hermione'];['hermione']
Dumbledore;Fine. They're both just fine.;['fine', 'they', 'both', 'just', 'fine'];['fine', 'they', 'both', 'just', 'fine'];['fine', 'fine']
Harry;But, what happened to the Stone?;['but', 'what', 'happened', 'to', 'the', 'stone'];['but', 'what', 'happened', 'to', 'the', 'stone'];['happened', 'stone']
Dumbledore;Relax, dear boy. The stone has been destroyed. ;['relax', 'dear', 'boy', 'the', 'stone', 'has', 'been', 'destroyed'];['relax', 'dear', 'boy', 'the', 'stone', 'ha', 'been', 'destroyed'];['relax', 'dear', 'boy', 'stone', 'destroyed']
Dumbledore;My friend Nicholas and I had a little chat and agreed it was best all around.;['my', 'friend', 'nicholas', 'and', 'i', 'had', 'a', 'little', 'chat', 'and', 'agreed', 'it', 'was', 'best', 'all', 'around'];['my', 'friend', 'nicholas', 'and', 'i', 'had', 'a', 'little', 'chat', 'and', 'agreed', 'it', 'wa', 'best', 'all', 'around'];['friend', 'nicholas', 'little', 'chat', 'agreed', 'best', 'around']
Harry;But Flamel, he'll die, won't he?;['but', 'flamel', 'he', 'die', 'wo', 'he'];['but', 'flamel', 'he', 'die', 'wo', 'he'];['flamel', 'die', 'wo']
Dumbledore;He has enough Elixir to set his affairs in order. ;['he', 'has', 'enough', 'elixir', 'to', 'set', 'his', 'affairs', 'in', 'order'];['he', 'ha', 'enough', 'elixir', 'to', 'set', 'his', 'affair', 'in', 'order'];['enough', 'elixir', 'set', 'affair', 'order']
Dumbledore;But yes, he will die.;['but', 'yes', 'he', 'will', 'die'];['but', 'yes', 'he', 'will', 'die'];['die']
Harry;How is it I got the Stone, sir? ;['how', 'is', 'it', 'i', 'got', 'the', 'stone', 'sir'];['how', 'is', 'it', 'i', 'got', 'the', 'stone', 'sir'];['stone', 'sir']
Harry;One minute I was staring in the mirror, and the next...;['one', 'minute', 'i', 'was', 'staring', 'in', 'the', 'mirror', 'and', 'the', 'next'];['one', 'minute', 'i', 'wa', 'staring', 'in', 'the', 'mirror', 'and', 'the', 'next'];['one', 'minute', 'staring', 'mirror', 'next']
Dumbledore;Ah. You see, only a person who wanted to find the Stone, find it, but not use it, would be able to get it. ;['ah', 'you', 'see', 'only', 'a', 'person', 'who', 'wanted', 'to', 'find', 'the', 'stone', 'find', 'it', 'but', 'not', 'use', 'it', 'would', 'be', 'able', 'to', 'get', 'it'];['ah', 'you', 'see', 'only', 'a', 'person', 'who', 'wanted', 'to', 'find', 'the', 'stone', 'find', 'it', 'but', 'not', 'use', 'it', 'would', 'be', 'able', 'to', 'get', 'it'];['ah', 'person', 'wanted', 'find', 'stone', 'find', 'use', 'would', 'able']
Dumbledore;That is one of my more brilliant ideas. ;['that', 'is', 'one', 'of', 'my', 'more', 'brilliant', 'ideas'];['that', 'is', 'one', 'of', 'my', 'more', 'brilliant', 'idea'];['one', 'brilliant', 'idea']
Dumbledore;And between you and me thats saying something.;['and', 'between', 'you', 'and', 'me', 'thats', 'saying', 'something'];['and', 'between', 'you', 'and', 'me', 'thats', 'saying', 'something'];['thats', 'saying', 'something']
Harry;Does that mean, with the Stone gone, I mean, that Voldemort can never come back?;['does', 'that', 'mean', 'with', 'the', 'stone', 'gone', 'i', 'mean', 'that', 'voldemort', 'can', 'never', 'come', 'back'];['doe', 'that', 'mean', 'with', 'the', 'stone', 'gone', 'i', 'mean', 'that', 'voldemort', 'can', 'never', 'come', 'back'];['doe', 'mean', 'stone', 'gone', 'mean', 'voldemort', 'never', 'back']
Dumbledore;Ah, I'm afraid there are ways in which he can return. ;['ah', 'i', 'afraid', 'there', 'are', 'ways', 'in', 'which', 'he', 'can', 'return'];['ah', 'i', 'afraid', 'there', 'are', 'way', 'in', 'which', 'he', 'can', 'return'];['ah', 'afraid', 'way', 'return']
Dumbledore;Harry, do you know why Professor Quirrell couldn't bear to have you touch him?;['harry', 'do', 'you', 'know', 'why', 'professor', 'quirrell', 'could', 'bear', 'to', 'have', 'you', 'touch', 'him'];['harry', 'do', 'you', 'know', 'why', 'professor', 'quirrell', 'could', 'bear', 'to', 'have', 'you', 'touch', 'him'];['harry', 'professor', 'quirrell', 'could', 'bear', 'touch']
Dumbledore;It was because of your mother. ;['it', 'was', 'because', 'of', 'your', 'mother'];['it', 'wa', 'because', 'of', 'your', 'mother'];['mother']
Dumbledore;She sacrificed herself for you, and that kind of act leaves a mark. ;['she', 'sacrificed', 'herself', 'for', 'you', 'and', 'that', 'kind', 'of', 'act', 'leaves', 'a', 'mark'];['she', 'sacrificed', 'herself', 'for', 'you', 'and', 'that', 'kind', 'of', 'act', 'leaf', 'a', 'mark'];['sacrificed', 'kind', 'act', 'leaf', 'mark']
